# Automatically generated
# duptype id depth size device inode priority name
DUPTYPE_WITHIN_SAME_TREE -3739 2 657 78 12454307 5 /openedx/staticfiles/templates/verify_student/reverify_success_step.underscore
DUPTYPE_FIRST_OCCURRENCE 12179 5 658 78 12592120 5 /openedx/staticfiles/xblock/resources/google_drive/public/js/google_calendar.8f6cefa1b030.js
DUPTYPE_WITHIN_SAME_TREE -12179 6 658 78 12715803 5 /openedx/staticfiles/studio/xblock/resources/google_drive/public/js/google_calendar.js
DUPTYPE_WITHIN_SAME_TREE -12179 6 658 78 12720979 5 /openedx/staticfiles/studio/xblock/resources/google_drive/public/js/google_calendar.8f6cefa1b030.js
DUPTYPE_WITHIN_SAME_TREE -12179 5 658 78 12588080 5 /openedx/staticfiles/xblock/resources/google_drive/public/js/google_calendar.js
DUPTYPE_FIRST_OCCURRENCE 3665 2 658 78 12463106 5 /openedx/staticfiles/templates/student_account/finish_auth.a8679cbc72cd.html
DUPTYPE_WITHIN_SAME_TREE -3665 2 658 78 12454379 5 /openedx/staticfiles/templates/student_account/finish_auth.html
DUPTYPE_FIRST_OCCURRENCE 5211 3 659 78 12592443 5 /openedx/staticfiles/paragon/src/CheckBoxGroup/CheckBoxGroup.stories.923e1877c856.jsx
DUPTYPE_WITHIN_SAME_TREE -5211 3 659 78 12586247 5 /openedx/staticfiles/paragon/src/CheckBoxGroup/CheckBoxGroup.stories.jsx
DUPTYPE_FIRST_OCCURRENCE 3057 2 659 78 12594654 5 /openedx/staticfiles/studio/templates/course-video-settings-update-settings-footer.84530be3394c.underscore
DUPTYPE_WITHIN_SAME_TREE -3057 2 659 78 12590416 5 /openedx/staticfiles/studio/templates/course-video-settings-update-settings-footer.underscore
DUPTYPE_FIRST_OCCURRENCE 6441 3 659 78 12462498 5 /openedx/staticfiles/templates/admin/external_user_ids/generate_external_ids_form.5852cc9a7c3d.html
DUPTYPE_WITHIN_SAME_TREE -6441 3 659 78 12454778 5 /openedx/staticfiles/templates/admin/external_user_ids/generate_external_ids_form.html
DUPTYPE_FIRST_OCCURRENCE 5881 3 660 78 12594414 5 /openedx/staticfiles/studio/js/models/asset.4721362cb6b5.js
DUPTYPE_WITHIN_SAME_TREE -5881 3 660 78 12590524 5 /openedx/staticfiles/studio/js/models/asset.js
DUPTYPE_FIRST_OCCURRENCE 3263 2 660 78 12463031 5 /openedx/staticfiles/templates/api_admin/api_access_request_email_approved.45571f311a30.txt
DUPTYPE_WITHIN_SAME_TREE -3263 2 660 78 12454167 5 /openedx/staticfiles/templates/api_admin/api_access_request_email_approved.txt
DUPTYPE_FIRST_OCCURRENCE 3325 2 662 78 12463207 5 /openedx/staticfiles/templates/certificates/valid.b0fac107d74c.html
DUPTYPE_WITHIN_SAME_TREE -3325 2 662 78 12454713 5 /openedx/staticfiles/templates/certificates/valid.html
DUPTYPE_FIRST_OCCURRENCE 6403 3 662 78 12462396 5 /openedx/staticfiles/teams/js/models/team_membership.b2c3d4fa3260.js
DUPTYPE_WITHIN_SAME_TREE -6403 3 662 78 12453921 5 /openedx/staticfiles/teams/js/models/team_membership.js
DUPTYPE_FIRST_OCCURRENCE 7121 4 664 78 12461670 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS-UCS2-V.54bac7377fcb.bcmap
DUPTYPE_WITHIN_SAME_TREE -7121 4 664 78 12453363 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS-UCS2-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -7121 5 664 78 12589806 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS-UCS2-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -7121 5 664 78 12593620 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS-UCS2-V.54bac7377fcb.bcmap
DUPTYPE_FIRST_OCCURRENCE 7243 4 667 78 12461811 5 /openedx/staticfiles/css/vendor/pdfjs/images/secondaryToolbarButton-rotateCcw@2x.ddcd79243814.png
DUPTYPE_WITHIN_SAME_TREE -7243 4 667 78 12453505 5 /openedx/staticfiles/css/vendor/pdfjs/images/secondaryToolbarButton-rotateCcw@2x.png
DUPTYPE_WITHIN_SAME_TREE -7243 5 667 78 12593761 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/secondaryToolbarButton-rotateCcw@2x.ddcd79243814.png
DUPTYPE_WITHIN_SAME_TREE -7243 5 667 78 12589948 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/secondaryToolbarButton-rotateCcw@2x.png
DUPTYPE_FIRST_OCCURRENCE 12039 5 667 78 12591759 5 /openedx/staticfiles/wiki/markitup/sets/default/images/clean.3b00235a38f8.png
DUPTYPE_WITHIN_SAME_TREE -12039 6 667 78 12714441 5 /openedx/staticfiles/studio/wiki/markitup/sets/default/images/clean.png
DUPTYPE_WITHIN_SAME_TREE -12039 5 667 78 12586487 5 /openedx/staticfiles/wiki/markitup/sets/default/images/clean.png
DUPTYPE_WITHIN_SAME_TREE -12039 6 667 78 12720657 5 /openedx/staticfiles/studio/wiki/markitup/sets/default/images/clean.3b00235a38f8.png
DUPTYPE_FIRST_OCCURRENCE 7247 4 669 78 12461809 5 /openedx/staticfiles/css/vendor/pdfjs/images/secondaryToolbarButton-rotateCw@2x.3f1333f77ba8.png
DUPTYPE_WITHIN_SAME_TREE -7247 5 669 78 12593759 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/secondaryToolbarButton-rotateCw@2x.3f1333f77ba8.png
DUPTYPE_WITHIN_SAME_TREE -7247 4 669 78 12453503 5 /openedx/staticfiles/css/vendor/pdfjs/images/secondaryToolbarButton-rotateCw@2x.png
DUPTYPE_WITHIN_SAME_TREE -7247 5 669 78 12589946 5 /openedx/staticfiles/studio/css/vendor/pdfjs/images/secondaryToolbarButton-rotateCw@2x.png
DUPTYPE_FIRST_OCCURRENCE 1095 1 669 78 12463769 5 /openedx/staticfiles/js/feedback_form.52c3312a1326.js
DUPTYPE_WITHIN_SAME_TREE -1095 1 669 78 12454808 5 /openedx/staticfiles/js/feedback_form.js
DUPTYPE_FIRST_OCCURRENCE 1787 2 669 78 12463419 5 /openedx/staticfiles/images/bulk_email/MeetupIcon_gray.5f08812ac2b7.png
DUPTYPE_WITHIN_SAME_TREE -1787 2 669 78 12455413 5 /openedx/staticfiles/images/bulk_email/MeetupIcon_gray.png
DUPTYPE_FIRST_OCCURRENCE 1785 2 670 78 12463410 5 /openedx/staticfiles/images/bulk_email/MeetupIcon.65bca1c58185.png
DUPTYPE_WITHIN_SAME_TREE -1785 2 670 78 12455404 5 /openedx/staticfiles/images/bulk_email/MeetupIcon.png
DUPTYPE_FIRST_OCCURRENCE 2105 2 670 78 12462866 5 /openedx/staticfiles/js/src/jquery.immediateDescendents.73da19d64657.js
DUPTYPE_WITHIN_SAME_TREE -2105 2 670 78 12452925 5 /openedx/staticfiles/js/src/jquery.immediateDescendents.js
DUPTYPE_WITHIN_SAME_TREE -2105 3 670 78 12589368 5 /openedx/staticfiles/studio/js/src/jquery.immediateDescendents.js
DUPTYPE_WITHIN_SAME_TREE -2105 3 670 78 12594257 5 /openedx/staticfiles/studio/js/src/jquery.immediateDescendents.73da19d64657.js
DUPTYPE_FIRST_OCCURRENCE 12119 5 671 78 12592179 5 /openedx/staticfiles/xblock/resources/acid/static/css/acid.42f60d212a56.css
DUPTYPE_WITHIN_SAME_TREE -12119 5 671 78 12588632 5 /openedx/staticfiles/xblock/resources/acid/static/css/acid.css
DUPTYPE_WITHIN_SAME_TREE -12119 6 671 78 12715837 5 /openedx/staticfiles/studio/xblock/resources/acid/static/css/acid.css
DUPTYPE_WITHIN_SAME_TREE -12119 6 671 78 12720994 5 /openedx/staticfiles/studio/xblock/resources/acid/static/css/acid.42f60d212a56.css
DUPTYPE_FIRST_OCCURRENCE 3129 2 672 78 12594649 5 /openedx/staticfiles/studio/templates/paging-header.7681d41937d9.underscore
DUPTYPE_WITHIN_SAME_TREE -3129 2 672 78 12590411 5 /openedx/staticfiles/studio/templates/paging-header.underscore
DUPTYPE_FIRST_OCCURRENCE 9839 5 676 78 12591565 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/manipulation/_evalUrl.77eb3c95a132.js
DUPTYPE_WITHIN_SAME_TREE -9839 5 676 78 12586010 5 /openedx/staticfiles/edx-bootstrap/node_modules/jquery/src/manipulation/_evalUrl.js
DUPTYPE_FIRST_OCCURRENCE 5183 3 676 78 12592484 5 /openedx/staticfiles/paragon/coverage/lcov-report/prettify.31f0c9da5ac0.css
DUPTYPE_WITHIN_SAME_TREE -5183 6 676 78 12461135 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/prettify.31f0c9da5ac0.css
DUPTYPE_WITHIN_SAME_TREE -5183 6 676 78 12461261 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/prettify.31f0c9da5ac0.css
DUPTYPE_WITHIN_SAME_TREE -5183 6 676 78 12456379 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/coverage/lcov-report/prettify.css
DUPTYPE_WITHIN_SAME_TREE -5183 3 676 78 12586301 5 /openedx/staticfiles/paragon/coverage/lcov-report/prettify.css
DUPTYPE_WITHIN_SAME_TREE -5183 6 676 78 12456021 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/coverage/lcov-report/prettify.css
DUPTYPE_FIRST_OCCURRENCE 5327 3 677 78 12592454 5 /openedx/staticfiles/paragon/src/TextArea/index.30a63efb2cc1.jsx
DUPTYPE_WITHIN_SAME_TREE -5327 6 677 78 12461085 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/TextArea/index.30a63efb2cc1.jsx
DUPTYPE_WITHIN_SAME_TREE -5327 6 677 78 12456314 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/TextArea/index.jsx
DUPTYPE_WITHIN_SAME_TREE -5327 6 677 78 12455956 5 /openedx/staticfiles/studio-frontend/node_modules/@edx/paragon/src/TextArea/index.jsx
DUPTYPE_WITHIN_SAME_TREE -5327 6 677 78 12461211 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/TextArea/index.30a63efb2cc1.jsx
DUPTYPE_WITHIN_SAME_TREE -5327 3 677 78 12586260 5 /openedx/staticfiles/paragon/src/TextArea/index.jsx
DUPTYPE_FIRST_OCCURRENCE 7129 4 677 78 12461744 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS-UTF32-V.b5d631a40f70.bcmap
DUPTYPE_WITHIN_SAME_TREE -7129 5 677 78 12589880 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS-UTF32-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -7129 4 677 78 12453437 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS-UTF32-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -7129 5 677 78 12593694 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS-UTF32-V.b5d631a40f70.bcmap
DUPTYPE_FIRST_OCCURRENCE 7795 4 677 78 12461540 5 /openedx/staticfiles/js/vendor/CodeMirror/addons/diff.0b5676e2ab2d.js
DUPTYPE_WITHIN_SAME_TREE -7795 5 677 78 12588782 5 /openedx/staticfiles/studio/js/vendor/CodeMirror/addons/diff.js
DUPTYPE_WITHIN_SAME_TREE -7795 5 677 78 12593490 5 /openedx/staticfiles/studio/js/vendor/CodeMirror/addons/diff.0b5676e2ab2d.js
DUPTYPE_WITHIN_SAME_TREE -7795 4 677 78 12452337 5 /openedx/staticfiles/js/vendor/CodeMirror/addons/diff.js
DUPTYPE_FIRST_OCCURRENCE 1441 2 677 78 12592681 5 /openedx/staticfiles/admin/img/icon-clock.e1d4dfac3f2b.svg
DUPTYPE_WITHIN_SAME_TREE -1441 3 677 78 12714227 5 /openedx/staticfiles/studio/admin/img/icon-clock.svg
DUPTYPE_WITHIN_SAME_TREE -1441 3 677 78 12721471 5 /openedx/staticfiles/studio/admin/img/icon-clock.e1d4dfac3f2b.svg
DUPTYPE_WITHIN_SAME_TREE -1441 2 677 78 12586548 5 /openedx/staticfiles/admin/img/icon-clock.svg
DUPTYPE_FIRST_OCCURRENCE 12403 6 677 78 12461019 5 /openedx/staticfiles/edx-proctoring/edx_proctoring/static/proctoring/js/collections/proctored_exam_allowance_collection.7a94e4fbe03c.js
DUPTYPE_WITHIN_SAME_TREE -12403 6 677 78 12455566 5 /openedx/staticfiles/edx-proctoring/edx_proctoring/static/proctoring/js/collections/proctored_exam_allowance_collection.js
DUPTYPE_FIRST_OCCURRENCE 1777 2 678 78 12463411 5 /openedx/staticfiles/images/bulk_email/GooglePlusIcon.132f2e94c11e.png
DUPTYPE_WITHIN_SAME_TREE -1777 2 678 78 12455405 5 /openedx/staticfiles/images/bulk_email/GooglePlusIcon.png
DUPTYPE_FIRST_OCCURRENCE 1779 2 678 78 12463414 5 /openedx/staticfiles/images/bulk_email/GooglePlusIcon_gray.5692317d8031.png
DUPTYPE_WITHIN_SAME_TREE -1779 2 678 78 12455408 5 /openedx/staticfiles/images/bulk_email/GooglePlusIcon_gray.png
DUPTYPE_FIRST_OCCURRENCE 7133 4 678 78 12461762 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS-UTF8-V.029c1bbcf404.bcmap
DUPTYPE_WITHIN_SAME_TREE -7133 4 678 78 12453455 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS-UTF8-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -7133 5 678 78 12589898 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS-UTF8-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -7133 5 678 78 12593712 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS-UTF8-V.029c1bbcf404.bcmap
DUPTYPE_FIRST_OCCURRENCE 5351 3 679 78 12592636 5 /openedx/staticfiles/proctoring/js/collections/proctored_exam_collection.68e98c2ca903.js
DUPTYPE_WITHIN_SAME_TREE -5351 3 679 78 12587692 5 /openedx/staticfiles/proctoring/js/collections/proctored_exam_collection.js
DUPTYPE_WITHIN_SAME_TREE -5351 4 679 78 12721361 5 /openedx/staticfiles/studio/proctoring/js/collections/proctored_exam_collection.68e98c2ca903.js
DUPTYPE_WITHIN_SAME_TREE -5351 4 679 78 12715201 5 /openedx/staticfiles/studio/proctoring/js/collections/proctored_exam_collection.js
DUPTYPE_FIRST_OCCURRENCE 12127 5 679 78 12592181 5 /openedx/staticfiles/xblock/resources/acid/static/html/scope_storage_test.4d80abb670ca.html
DUPTYPE_WITHIN_SAME_TREE -12127 6 679 78 12720996 5 /openedx/staticfiles/studio/xblock/resources/acid/static/html/scope_storage_test.4d80abb670ca.html
DUPTYPE_WITHIN_SAME_TREE -12127 5 679 78 12588635 5 /openedx/staticfiles/xblock/resources/acid/static/html/scope_storage_test.html
DUPTYPE_WITHIN_SAME_TREE -12127 6 679 78 12715840 5 /openedx/staticfiles/studio/xblock/resources/acid/static/html/scope_storage_test.html
DUPTYPE_FIRST_OCCURRENCE 3895 3 680 78 12592488 5 /openedx/staticfiles/brand-edx.org/docs/decisions/0002-no-dependencies.401625c4d673.rst
DUPTYPE_WITHIN_SAME_TREE -3895 3 680 78 12586406 5 /openedx/staticfiles/brand-edx.org/docs/decisions/0002-no-dependencies.rst
DUPTYPE_FIRST_OCCURRENCE 7119 4 680 78 12461697 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS-UCS2-HW-V.86ac1bd54fad.bcmap
DUPTYPE_WITHIN_SAME_TREE -7119 5 680 78 12589833 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS-UCS2-HW-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -7119 4 680 78 12453390 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS-UCS2-HW-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -7119 5 680 78 12593647 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS-UCS2-HW-V.86ac1bd54fad.bcmap
DUPTYPE_FIRST_OCCURRENCE 7141 4 681 78 12461625 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS2004-UTF32-V.bae31bac63e6.bcmap
DUPTYPE_WITHIN_SAME_TREE -7141 4 681 78 12453318 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS2004-UTF32-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -7141 5 681 78 12593575 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS2004-UTF32-V.bae31bac63e6.bcmap
DUPTYPE_WITHIN_SAME_TREE -7141 5 681 78 12589761 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS2004-UTF32-V.bcmap
DUPTYPE_FIRST_OCCURRENCE 7145 4 682 78 12461718 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS2004-UTF8-V.8920d1533828.bcmap
DUPTYPE_WITHIN_SAME_TREE -7145 5 682 78 12589854 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS2004-UTF8-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -7145 5 682 78 12593668 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJIS2004-UTF8-V.8920d1533828.bcmap
DUPTYPE_WITHIN_SAME_TREE -7145 4 682 78 12453411 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJIS2004-UTF8-V.bcmap
DUPTYPE_FIRST_OCCURRENCE 953 1 682 78 12463550 5 /openedx/staticfiles/images/green-pointer.6578b36dab94.png
DUPTYPE_WITHIN_SAME_TREE -953 2 682 78 12594443 5 /openedx/staticfiles/studio/images/green-pointer.6578b36dab94.png
DUPTYPE_WITHIN_SAME_TREE -953 1 682 78 12453149 5 /openedx/staticfiles/images/green-pointer.png
DUPTYPE_WITHIN_SAME_TREE -953 2 682 78 12589592 5 /openedx/staticfiles/studio/images/green-pointer.png
DUPTYPE_FIRST_OCCURRENCE 1933 2 683 78 12463377 5 /openedx/staticfiles/images/textbook/textbook-left.d42b4c0f2958.png
DUPTYPE_WITHIN_SAME_TREE -1933 2 683 78 12455364 5 /openedx/staticfiles/images/textbook/textbook-left.png
DUPTYPE_FIRST_OCCURRENCE 1935 2 684 78 12463376 5 /openedx/staticfiles/images/textbook/textbook-right.404b80418d57.png
DUPTYPE_WITHIN_SAME_TREE -1935 2 684 78 12455363 5 /openedx/staticfiles/images/textbook/textbook-right.png
DUPTYPE_FIRST_OCCURRENCE 7155 4 684 78 12453323 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJISX0213-UTF32-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -7155 5 684 78 12593580 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJISX0213-UTF32-V.c7b74503909b.bcmap
DUPTYPE_WITHIN_SAME_TREE -7155 4 684 78 12461630 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJISX0213-UTF32-V.c7b74503909b.bcmap
DUPTYPE_WITHIN_SAME_TREE -7155 5 684 78 12589766 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJISX0213-UTF32-V.bcmap
DUPTYPE_FIRST_OCCURRENCE 12405 6 685 78 12461021 5 /openedx/staticfiles/edx-proctoring/edx_proctoring/static/proctoring/js/collections/proctored_exam_attempt_collection.0de6242eb178.js
DUPTYPE_WITHIN_SAME_TREE -12405 6 685 78 12455568 5 /openedx/staticfiles/edx-proctoring/edx_proctoring/static/proctoring/js/collections/proctored_exam_attempt_collection.js
DUPTYPE_FIRST_OCCURRENCE 5875 3 686 78 12721444 5 /openedx/staticfiles/studio/js/factories/xblock_validation.4658e4080fcc.js
DUPTYPE_WITHIN_SAME_TREE -5875 3 686 78 12714175 5 /openedx/staticfiles/studio/js/factories/xblock_validation.js
DUPTYPE_FIRST_OCCURRENCE 6401 3 686 78 12462395 5 /openedx/staticfiles/teams/js/models/team.3515decd02c8.js
DUPTYPE_WITHIN_SAME_TREE -6401 3 686 78 12453920 5 /openedx/staticfiles/teams/js/models/team.js
DUPTYPE_FIRST_OCCURRENCE 12465 6 687 78 12461195 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/Breadcrumb/README.787281bfacfb.md
DUPTYPE_WITHIN_SAME_TREE -12465 6 687 78 12456295 5 /openedx/staticfiles/frontend-component-cookie-policy-banner/node_modules/@edx/paragon/src/Breadcrumb/README.md
DUPTYPE_FIRST_OCCURRENCE 14825 7 688 78 12460908 5 /openedx/staticfiles/js/capa/jsme/gwt/chrome/images/fasttree/treeLoading.002ccf7f8ebb.gif
DUPTYPE_WITHIN_SAME_TREE -14825 7 688 78 12453071 5 /openedx/staticfiles/js/capa/jsme/gwt/chrome/images/fasttree/treeLoading.gif
DUPTYPE_WITHIN_SAME_TREE -14825 8 688 78 12589514 5 /openedx/staticfiles/studio/js/capa/jsme/gwt/chrome/images/fasttree/treeLoading.gif
DUPTYPE_WITHIN_SAME_TREE -14825 8 688 78 12593252 5 /openedx/staticfiles/studio/js/capa/jsme/gwt/chrome/images/fasttree/treeLoading.002ccf7f8ebb.gif
DUPTYPE_FIRST_OCCURRENCE 7159 4 688 78 12461701 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJISX02132004-UTF32-V.34a245178a07.bcmap
DUPTYPE_WITHIN_SAME_TREE -7159 5 688 78 12589837 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJISX02132004-UTF32-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -7159 5 688 78 12593651 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJISX02132004-UTF32-V.34a245178a07.bcmap
DUPTYPE_WITHIN_SAME_TREE -7159 4 688 78 12453394 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJISX02132004-UTF32-V.bcmap
DUPTYPE_FIRST_OCCURRENCE 5455 3 689 78 12462767 5 /openedx/staticfiles/studio-frontend/src/utils/mockQuerySelector.475c774e0e5b.js
DUPTYPE_WITHIN_SAME_TREE -5455 3 689 78 12455771 5 /openedx/staticfiles/studio-frontend/src/utils/mockQuerySelector.js
DUPTYPE_FIRST_OCCURRENCE 6269 3 689 78 12594376 5 /openedx/staticfiles/studio/templates/mock/mock-xblock-editor-with-custom-buttons.f580f272bc43.underscore
DUPTYPE_WITHIN_SAME_TREE -6269 3 689 78 12590467 5 /openedx/staticfiles/studio/templates/mock/mock-xblock-editor-with-custom-buttons.underscore
DUPTYPE_FIRST_OCCURRENCE 7149 4 689 78 12461634 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJISPro-UCS2-V.b3a9a06f3284.bcmap
DUPTYPE_WITHIN_SAME_TREE -7149 4 689 78 12453327 5 /openedx/staticfiles/css/vendor/pdfjs/cmaps/UniJISPro-UCS2-V.bcmap
DUPTYPE_WITHIN_SAME_TREE -7149 5 689 78 12593584 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJISPro-UCS2-V.b3a9a06f3284.bcmap
DUPTYPE_WITHIN_SAME_TREE -7149 5 689 78 12589770 5 /openedx/staticfiles/studio/css/vendor/pdfjs/cmaps/UniJISPro-UCS2-V.bcmap
DUPTYPE_FIRST_OCCURRENCE 7945 4 689 78 12461953 5 /openedx/staticfiles/studio-frontend/src/components/AssetsDropZone/AssetsDropZone.3f522b2324f0.scss
DUPTYPE_WITHIN_SAME_TREE -7945 4 689 78 12455640 5 /openedx/staticfiles/studio-frontend/src/components/AssetsDropZone/AssetsDropZone.scss
DUPTYPE_FIRST_OCCURRENCE 1275 1 690 78 12463737 5 /openedx/staticfiles/templates/email_change_failed.20d06fb2663a.html
DUPTYPE_WITHIN_SAME_TREE -1275 1 690 78 12454108 5 /openedx/staticfiles/templates/email_change_failed.html
DUPTYPE_FIRST_OCCURRENCE 5193 3 691 78 12592465 5 /openedx/staticfiles/paragon/src/Button/Button.stories.ef90b54eab81.jsx
DUPTYPE_WITHIN_SAME_TREE -5193 3 691 78 12586274 5 /openedx/staticfiles/paragon/src/Button/Button.stories.jsx
DUPTYPE_FIRST_OCCURRENCE 2159 2 692 78 12463360 5 /openedx/staticfiles/js/utils/animation.a87f50eae91d.js
DUPTYPE_WITHIN_SAME_TREE -2159 2 692 78 12455297 5 /openedx/staticfiles/js/utils/animation.js
DUPTYPE_FIRST_OCCURRENCE 3775 2 692 78 12462819 5 /openedx/staticfiles/theme-lilac1/css/editing.a0f12758773b.css
DUPTYPE_WITHIN_SAME_TREE -3775 2 692 78 12452237 5 /openedx/staticfiles/theme-lilac1/css/editing.css
DUPTYPE_FIRST_OCCURRENCE 12149 5 693 78 12592167 5 /openedx/staticfiles/xblock/resources/done/static/html/studioview.6e46020d6ae4.html
DUPTYPE_WITHIN_SAME_TREE -12149 5 693 78 12588604 5 /openedx/staticfiles/xblock/resources/done/static/html/studioview.html
DUPTYPE_WITHIN_SAME_TREE -12149 6 693 78 12720946 5 /openedx/staticfiles/studio/xblock/resources/done/static/html/studioview.6e46020d6ae4.html
DUPTYPE_WITHIN_SAME_TREE -12149 6 693 78 12715448 5 /openedx/staticfiles/studio/xblock/resources/done/static/html/studioview.html
DUPTYPE_FIRST_OCCURRENCE 1595 2 696 78 12463447 5 /openedx/staticfiles/course_search/templates/course_search_results.0d7634db2c0e.underscore
DUPTYPE_WITHIN_SAME_TREE -1595 2 696 78 12455494 5 /openedx/staticfiles/course_search/templates/course_search_results.underscore
DUPTYPE_FIRST_OCCURRENCE 1345 1 696 78 12463760 5 /openedx/staticfiles/templates/secondary_email_change_failed.826ec6ac209e.html
DUPTYPE_WITHIN_SAME_TREE -1345 1 696 78 12454131 5 /openedx/staticfiles/templates/secondary_email_change_failed.html
DUPTYPE_FIRST_OCCURRENCE 3577 2 697 78 12463229 5 /openedx/staticfiles/templates/learner_dashboard/progress_circle_view.68eaed41a3f3.underscore
DUPTYPE_WITHIN_SAME_TREE -3577 2 697 78 12454736 5 /openedx/staticfiles/templates/learner_dashboard/progress_circle_view.underscore
DUPTYPE_FIRST_OCCURRENCE 15037 7 698 78 12460784 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/code/plugin.min.7ee0c9abb650.js
DUPTYPE_WITHIN_SAME_TREE -15037 8 698 78 12588907 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/code/plugin.min.js
DUPTYPE_WITHIN_SAME_TREE -15037 8 698 78 12590830 5 /openedx/staticfiles/studio/js/vendor/tinymce/js/tinymce/plugins/code/plugin.min.7ee0c9abb650.js
DUPTYPE_WITHIN_SAME_TREE -15037 7 698 78 12452462 5 /openedx/staticfiles/js/vendor/tinymce/js/tinymce/plugins/code/plugin.min.js
DUPTYPE_FIRST_OCCURRENCE 5347 3 699 78 12592635 5 /openedx/staticfiles/proctoring/js/collections/proctored_exam_allowance_collection.bed3bf4ece92.js
DUPTYPE_WITHIN_SAME_TREE -5347 4 699 78 12721360 5 /openedx/staticfiles/studio/proctoring/js/collections/proctored_exam_allowance_collection.bed3bf4ece92.js
DUPTYPE_WITHIN_SAME_TREE -5347 3 699 78 12587691 5 /openedx/staticfiles/proctoring/js/collections/proctored_exam_allowance_collection.js
DUPTYPE_WITHIN_SAME_TREE -5347 4 699 78 12715200 5 /openedx/staticfiles/studio/proctoring/js/collections/proctored_exam_allowance_collection.js
